Controlling Institution	System ID	Accession No	Other ID: AS Key Set and CR	Classification term only	Object Type	Brief Description	Credit Line	Media Materials Description	Materials term only	Measurement Description	Update date	Item Count	Classification term only	Record Status	Department	Procedural Status	Signature Marks Date Description	Copyright status	Maker| Role for Export	Provenance full details	Collection	Current Owner	Object Copyright URI	Classification URI	Object Type URI	Materials Type URI	Artist for caption	Maker| Role for Export	Title and date	Medium and dimensions	Controlling Institution for caption	Copyright Holder for caption	Accession Number for caption	Primary Image DAM ID	Image DAM ID	Caption	CR Number	Exhibition Details	Documentation short summary only	Related Object IDs	External File Details
"Georgia O'Keeffe Museum (Santa Fe)"	"1204"	"2006.5.101"	"516, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite sketch of building outlines with one large building in the center and another stepped underneath with smaller buildings surrounding it."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"7 7/8 x 6 inches"	"Dec 05 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: HAMMERMILL BOND MADE IN U.S.A."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1925-1932"	"Graphite on paper, 7 7/8 x 6 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.101]"	"725566"	"725566, "	"Georgia O'Keeffe. Untitled (New York), 1925-1932. Graphite on paper, 7 7/8 x 6 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.101]"	"516"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1205"	"2006.5.102"	"517, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite sketch of New York skyline with stepped buildings in lower half of drawing and indications of colors to be used in upper half."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"7 7/8 x 6 inches"	"Dec 05 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: HAMMERMILL BOND MADE IN U.S.A."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1925-1932"	"Graphite on paper, 7 7/8 x 6 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.102]"	"725567"	"725567, "	"Georgia O'Keeffe. Untitled (New York), 1925-1932. Graphite on paper, 7 7/8 x 6 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.102]"	"517"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1206"	"2006.5.103"	"518, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite sketch of buildings with tall spired structure in upper left extending to top margin of sheet; center with light detail; bottom with more outlines of buildings."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"7 7/8 x 6 inches"	"Dec 05 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: HAMMERMILL BOND MADE IN U.S.A."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1925-1932"	"Graphite on paper, 7 7/8 x 6 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.103]"	"725569"	"725569, "	"Georgia O'Keeffe. Untitled (New York), 1925-1932. Graphite on paper, 7 7/8 x 6 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.103]"	"518"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1207"	"2006.5.104"	"519, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite sketch of building outlines with large rectangular building in foreground, further building in mid-ground and two smokestacks and buildings in background."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"7 7/8 x 6 inches"	"Dec 05 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: HAMMERMILL BOND MADE IN U.S.A."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1925-1932"	"Graphite on paper, 7 7/8 x 6 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.104]"	"725570"	"725570, "	"Georgia O'Keeffe. Untitled (New York), 1925-1932. Graphite on paper, 7 7/8 x 6 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.104]"	"519"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1208"	"2006.5.105"	"520, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Horizontal graphite sketch of building outlines and some cloud detail; taller stepped building on far left; building with tower in foreground."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"6 x 7 7/8 inches"	"Dec 05 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: Hammermill Bond made in U.S.A."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1925-1932"	"Graphite on paper, 6 x 7 7/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.105]"	"725571"	"725571, "	"Georgia O'Keeffe. Untitled (New York), 1925-1932. Graphite on paper, 6 x 7 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.105]"	"520"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1209"	"2006.5.106"	"521, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Horizontal graphite sketch of building outlines with stepped outline on left lower quarter in foreground and another stepped outline right of center; possible cloud or other building suggestions in background."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"6 x 7 7/8 inches"	"Dec 05 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: HAMMERMILL BOND MADE IN U.S.A."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1925-1932"	"Graphite on paper, 6 x 7 7/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.106]"	"725573"	"725573, "	"Georgia O'Keeffe. Untitled (New York), 1925-1932. Graphite on paper, 6 x 7 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.106]"	"521"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1210"	"2006.5.139"	"803, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical charcoal drawing of skyline with buildings left of center; window detail on building in background; other buildings suggested"	"Gift of The Georgia O'Keeffe Foundation      "	"Charcoal on paper"	"charcoal, charcoal, Paper"	"24 x 18 3/8 inches"	"Aug 28 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: MICHALLET France ^ ^Verso of cat. no 802."	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", , "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (New York), 1932"	"Charcoal on paper, 24 x 18 3/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.139]"	"725659"	"725659, "	"Georgia O'Keeffe. Untitled (New York), 1932. Charcoal on paper, 24 x 18 3/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.139]"	"803"			"1008"	"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1211"	"2006.5.140"	"839, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite drawing of large, multi-limbed banyan tree with window and shutter,  roof detail and column lightly drawn in background."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"14 3/4 x 11 3/4 inches"	"Nov 26 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Verso: ""Georgia O'Keeffe 32 or 33"" (graphite) ^Backing: ""Georgia O'Keeffe"" (black ink)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Banyan Tree, 1934"	"Graphite on paper, 14 3/4 x 11 3/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.140]"	"725669"	"725669, "	"Georgia O'Keeffe. Banyan Tree, 1934. Graphite on paper, 14 3/4 x 11 3/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.140]"	"839"	"1994 Hamilton"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1212"	"2006.5.141"	"840, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite drawing of large double trunk multiple limbed banyan tree with grass detail at side and in background a wall with grass detail behind it"	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"21 3/4 x 14 3/4 inches"	"Nov 26 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Verso: ""Georgia O'Keeffe 32 or 33"" (graphite) ^Backing: ""Georgia O'Keeffe: (graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Banyan Tree), 1934"	"Graphite on paper, 21 3/4 x 14 3/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.141]"	"725671"	"725671, , , "	"Georgia O'Keeffe. Untitled (Banyan Tree), 1934. Graphite on paper, 21 3/4 x 14 3/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.141]"	"840"	"1994 Hamilton ^2012 Santa Fe (O'Keeffe) Permanent Collection (Jaune Quick-to-See Smith)"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1213"	"2006.5.142"	"841, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite drawing of multi-limbed banyan tree with leaf detail in background"	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"21 3/4 x 14 3/4 inches"	"Nov 26 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Verso: ""Georgia O'Keeffe 32 or 33"" (graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Banyan Tree), 1934"	"Graphite on paper, 21 3/4 x 14 3/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.142]"	"725673"	"725673, "	"Georgia O'Keeffe. Untitled (Banyan Tree), 1934. Graphite on paper, 21 3/4 x 14 3/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.142]"	"841"	"1994 Hamilton ^2012 Santa Fe (O'Keeffe) Permanent Collection (Jaune Quick-to-See Smith)"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1214"	"2006.5.143"	"845, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite drawing of multi-limbed banyan tree with leaf detail on left side and hinted on right side and root detail on lower portion both sides"	"Gift of The Georgia O'Keeffe Foundation      "	"Charcoal on paper"	"charcoal"	"21 3/4 x 15 inches"	"Nov 26 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"			"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Banyan Tree), 1934"	"Charcoal on paper, 21 3/4 x 15 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.143]"	"725675"	"725675, , "	"Georgia O'Keeffe. Untitled (Banyan Tree), 1934. Charcoal on paper, 21 3/4 x 15 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.143]"	"845"	"1994 Hamilton"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1216"	"2006.5.160"	"989, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Charcoal drawing of Dorothy Schubert, face on showing head and neck with small, partial detail of broach."	"Gift of The Georgia O'Keeffe Foundation      "	"Charcoal on paper"	"charcoal, Paper"	"23 3/4 x 17 7/8 inches"	"Nov 26 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: MBM (FRANCE) Ingres d'Arches"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Dorothy Schubart, 1940"	"Charcoal on paper, 23 3/4 x 17 7/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.160]"	"725721"	"725721, "	"Georgia O'Keeffe. Dorothy Schubart, 1940. Charcoal on paper, 23 3/4 x 17 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.160]"	"989"	"2011 Santa Fe (O'Keeffe) Permanent Collection (Robert Henri) ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1217"	"2006.5.161"	"1000, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical graphite sketch of doorway with screen door, five vigas, canale detail and boot scraper; four punched holes at top of paper"	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"9 x 6 inches"	"Nov 21 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Ghost Ranch Patio), ca. 1940"	"Graphite on paper, 9 x 6 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.161]"	"725726"	"725726, , "	"Georgia O'Keeffe. Untitled (Ghost Ranch Patio), ca. 1940. Graphite on paper, 9 x 6 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.161]"	"1000"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1218"	"2006.5.172"	"1022, Catalogue Raisonne Number"	"Paintings/Visual Works"		"Oil painting of Pedernal in fall, predominantly in dark greens and oranges with brush in foreground."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"19 x 30 1/4 inches"	"Aug 28 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessilble ^Verso: inaccessible"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Pedernal, 1941"	"Oil on canvas, 19 x 30 1/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.172]"	"725745"	"725745, , , "	"Georgia O'Keeffe. Pedernal, 1941. Oil on canvas, 19 x 30 1/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.172]"	"1022"	"1942 New York (An American Place), no. 11, as My Front Yard-Autumn ^1986 Santa Fe ^2012 Santa Fe (O'Keeffe) Faraway ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1219"	"2006.5.189"	"1102, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Vertical  charcoal abstract drawing of an oval shell with two attachment points in upper right"	"Gift of The Georgia O'Keeffe Foundation      "	"Charcoal on paper"	"charcoal, Paper"	"24 x 18 1/2 inches"	"Nov 19 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"verso:Georgia O'Keeffe/Abstraction (graphite) ^""Georgia O'Keeffe"" (black ink) ^backing: ""Georgia O'Keeffe"" (black ink) ^ ^Watermark"" Blind stamp at corner, STRATHMORE with thistle"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Abstraction, 1945"	"Charcoal on paper, 24 x 18 1/2 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.189]"	"725791"	"725791, , , "	"Georgia O'Keeffe. Abstraction, 1945. Charcoal on paper, 24 x 18 1/2 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.189]"	"1102"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"122"	"1997.6.8"	"1117, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Large horizontal pastel with silhouette of mountains in blue along the bottom.  Sky above is large reddish U shape with the negative space  of a half oval filled with blue covering a large portion of the sky."	"Gift of The Burnett Foundation      "	"Pastel on paper"	"Pastel, Paper"	"21 1/2 x 43 1/4 inches"	"Aug 28 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986 ^Private collection, 1987 ^The Burnett Foundation, Fort Worth, Tex., 1997         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Pedernal, 1945"	"Pastel on paper, 21 1/2 x 43 1/4 inches"	"Georgia O'Keeffe Museum"	"© Private Collection*"	"[1997.6.8]"	"725793"	"725793, "	"Georgia O'Keeffe. Pedernal, 1945. Pastel on paper, 21 1/2 x 43 1/4 inches. Georgia O'Keeffe Museum. Gift of The Burnett Foundation. © Private Collection*. [1997.6.8]"	"1117"	"1946 New York (An American Place), no. 13, as Pedernal ^1952 New York (Downtown), no. 21 ^1960 New York (Downtown--Aqua) ^1962 New York (MOMA--Stieglitz) ^1961 Wilmington ^1987 Washington, no. 105 ^1997 Santa Fe (O'Keeffe) Inaugural ^1998 Santa Fe (O'Keeffe) Permanent ^1999 Santa Fe (O'Keeffe) Permanent Collection (Poetry of Things) ^2001 Santa Fe (O'Keeffe) O'Keeffe's O'Keeffes ^2002 Santa Fe (O'Keeffe) Edward Weston ^2004 Santa Fe (O'Keeffe) Moments in Time: Maria Chabot ^2004 Santa Fe (O'Keeffe) A Sense of Place; all venues ^2006 Santa Fe (O'Keeffe) A Celebration of New Work ^2008 Santa Fe (O'Keeffe) Permanent Collection (Hartley) ^2009 Santa Fe (O'Keeffe) Permanent Collection (Modernists in NM) ^2009 Santa Fe (O'Keeffe) Permanent Collection (Beyond Our Shores/Jimson Weed Returns) ^2010 Santa Fe (O'Keeffe) Permanent Collection (Rothenberg: Moving in Place) ^2010 Santa Fe (O'Keeffe) O'Keeffiana ^2011 Santa Fe (O'Keeffe) Permanent Collection (Robert Henri) ^2012 Santa Fe (O'Keeffe) Permanent Collection (Jaune Quick-to-See Smith) ^2012 Santa Fe (O'Keeffe) Faraway ^2014 Santa Fe (O'Keeffe) Ghost Ranch Views"			
